somministrazioni,regione,siglaCategoria,identificativo,categoria,codice_regione,data,vaccino,punto,classeEta,siglaRegione
42,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010079 01_OSPEDALE DEGLI INFERMI RIVOLI_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010079 01_OSPEDALE DEGLI INFERMI RIVOLI,50-59,PIE
44,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010124 01_OSPEDALE DI MONDOVI'_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010124 01_OSPEDALE DI MONDOVI',50-59,PIE
16,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010124 02_OSPEDALE DI CEVA_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010124 02_OSPEDALE DI CEVA,50-59,PIE
42,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010126 01_OSPEDALE DI SAVIGLIANO_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010126 01_OSPEDALE DI SAVIGLIANO,50-59,PIE
30,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010126 02_OSPEDALE DI SALUZZO_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010126 02_OSPEDALE DI SALUZZO,50-59,PIE
39,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010208_MEDICO COMPETENTE NOVARA NORD_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010208_MEDICO COMPETENTE NOVARA NORD,50-59,PIE
35,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010211_OSPEDALE DI VERDUNO_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010211_OSPEDALE DI VERDUNO,50-59,PIE
9,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010666_CLINICA CITTA' DI ALESSANDRIA_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010666_CLINICA CITTA' DI ALESSANDRIA,50-59,PIE
29,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010904_AOU SAN LUIGI GONZAGA_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010904_AOU SAN LUIGI GONZAGA,50-59,PIE
50,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010905_CENTRO VACCINALE AOU NOVARA_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010905_CENTRO VACCINALE AOU NOVARA,50-59,PIE
31,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010906_CENTRO VACCINALE S. CROCE CN_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010906_CENTRO VACCINALE S. CROCE CN,50-59,PIE
44,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010907_CENTRO VACC. AOU ALESSANDRIA_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010907_CENTRO VACC. AOU ALESSANDRIA,50-59,PIE
38,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010908_CENTRO VACCINALE MAURIZIANO_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010908_CENTRO VACCINALE MAURIZIANO,50-59,PIE
11,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010908_MEDICO COMPETENTE NOVARA SUD_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010908_MEDICO COMPETENTE NOVARA SUD,50-59,PIE
133,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010909_CENTRO VACC CITTÀ DELLA SALUTE_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010909_CENTRO VACC CITTÀ DELLA SALUTE,50-59,PIE
73,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_41327_COVID VERCELLI_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,41327_COVID VERCELLI,50-59,PIE
1,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_50010901_CLINICA EPOREDIESE_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,50010901_CLINICA EPOREDIESE,50-59,PIE
8,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_570382_CASA RIP. SILVANA RAMELLO GIAV_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,570382_CASA RIP. SILVANA RAMELLO GIAV,50-59,PIE
7,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_570491_CR MARIA ASSUNTA DI CASTELLERO_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,570491_CR MARIA ASSUNTA DI CASTELLERO,50-59,PIE
7,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_570496_LA DIVINA MISERICORDIA MONTA_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,570496_LA DIVINA MISERICORDIA MONTA,50-59,PIE
5,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_570515_C.R. CA' NOSTRA MONTA'_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,570515_C.R. CA' NOSTRA MONTA',50-59,PIE
7,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_670301_RSA CASAMIA ROSBELLA NIZZA MTO_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,670301_RSA CASAMIA ROSBELLA NIZZA MTO,50-59,PIE
4,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_670573_C.R. P. TOSO CANALE_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,670573_C.R. P. TOSO CANALE,50-59,PIE
5,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_670639_C.R. RICOVERO DE MARIA NEIVE_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,670639_C.R. RICOVERO DE MARIA NEIVE,50-59,PIE
1,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_670681_C.R. DON GIORGIO NOBILI_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,670681_C.R. DON GIORGIO NOBILI,50-59,PIE
2,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_670688_RSA SALOMON E AUGUSTO SEGRE TO_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,670688_RSA SALOMON E AUGUSTO SEGRE TO,50-59,PIE
10,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_671209_RSA SAN MATTEO DI NICHELINO_50-59,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,671209_RSA SAN MATTEO DI NICHELINO,50-59,PIE
9,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_000129_CASA DELLA SALUTE DI CHIERI_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,000129_CASA DELLA SALUTE DI CHIERI,60-69,PIE
21,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_000266_CENTRO VACCINALE ASL CN1_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,000266_CENTRO VACCINALE ASL CN1,60-69,PIE
11,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_000371_CV COVID ALESSANDRIA_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,000371_CV COVID ALESSANDRIA,60-69,PIE
11,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_000574_OSP. SAN LORENZO CARMAGNOLA_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,000574_OSP. SAN LORENZO CARMAGNOLA,60-69,PIE
34,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010003_OSPEDALE MARIA VITTORIA TORINO_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010003_OSPEDALE MARIA VITTORIA TORINO,60-69,PIE
8,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010004_OSP. SANTA CROCE MONCALIERI_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010004_OSP. SANTA CROCE MONCALIERI,60-69,PIE
4,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010007_OSPEDALE MARTINI TORINO_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010007_OSPEDALE MARTINI TORINO,60-69,PIE
43,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010008 01_OSPEDALE CARDINAL MASSAIA ASTI_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010008 01_OSPEDALE CARDINAL MASSAIA ASTI,60-69,PIE
25,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010010 00_OSPEDALE OFTALMICO TORINO_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010010 00_OSPEDALE OFTALMICO TORINO,60-69,PIE
16,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010011_CENTRO VACC S G BOSCO_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010011_CENTRO VACC S G BOSCO,60-69,PIE
9,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010017 00_OSPEDALE DI CHIVASSO_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010017 00_OSPEDALE DI CHIVASSO,60-69,PIE
9,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010019 01_OSPEDALE DI CIRIE'_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010019 01_OSPEDALE DI CIRIE',60-69,PIE
9,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010023_OSPEDALE DI IVREA_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010023_OSPEDALE DI IVREA,60-69,PIE
7,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010026 01_AMB. VACCINAZIONI P.O CASALE M_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010026 01_AMB. VACCINAZIONI P.O CASALE M,60-69,PIE
1,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010026 03_AMB. VACCINAZIONI P.O. TORTONA_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010026 03_AMB. VACCINAZIONI P.O. TORTONA,60-69,PIE
4,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010026 04_AMB. VACCINAZIONI P.O. NOVI L_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010026 04_AMB. VACCINAZIONI P.O. NOVI L,60-69,PIE
1,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010026 05_AMB. VACCINAZIONI P.O. ACQUI T_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010026 05_AMB. VACCINAZIONI P.O. ACQUI T,60-69,PIE
1,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010026 06_AMB. VACCINAZIONI P.O. OVADA_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010026 06_AMB. VACCINAZIONI P.O. OVADA,60-69,PIE
3,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010027 00_OSPEDALE DI FOSSANO_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010027 00_OSPEDALE DI FOSSANO,60-69,PIE
19,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010030 01_OSPEDALE AGNELLI PINEROLO_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010030 01_OSPEDALE AGNELLI PINEROLO,60-69,PIE
10,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010032_PRESIDIO OSPEDALIERO PONDERANO_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010032_PRESIDIO OSPEDALIERO PONDERANO,60-69,PIE
15,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010079 01_OSPEDALE DEGLI INFERMI RIVOLI_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010079 01_OSPEDALE DEGLI INFERMI RIVOLI,60-69,PIE
13,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010124 01_OSPEDALE DI MONDOVI'_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010124 01_OSPEDALE DI MONDOVI',60-69,PIE
7,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010124 02_OSPEDALE DI CEVA_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010124 02_OSPEDALE DI CEVA,60-69,PIE
18,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010126 01_OSPEDALE DI SAVIGLIANO_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010126 01_OSPEDALE DI SAVIGLIANO,60-69,PIE
11,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010126 02_OSPEDALE DI SALUZZO_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010126 02_OSPEDALE DI SALUZZO,60-69,PIE
19,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010208_MEDICO COMPETENTE NOVARA NORD_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010208_MEDICO COMPETENTE NOVARA NORD,60-69,PIE
10,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010211_OSPEDALE DI VERDUNO_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010211_OSPEDALE DI VERDUNO,60-69,PIE
3,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010666_CLINICA CITTA' DI ALESSANDRIA_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010666_CLINICA CITTA' DI ALESSANDRIA,60-69,PIE
18,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010904_AOU SAN LUIGI GONZAGA_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010904_AOU SAN LUIGI GONZAGA,60-69,PIE
9,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010905_CENTRO VACCINALE AOU NOVARA_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010905_CENTRO VACCINALE AOU NOVARA,60-69,PIE
7,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010906_CENTRO VACCINALE S. CROCE CN_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010906_CENTRO VACCINALE S. CROCE CN,60-69,PIE
13,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010907_CENTRO VACC. AOU ALESSANDRIA_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010907_CENTRO VACC. AOU ALESSANDRIA,60-69,PIE
11,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010908_CENTRO VACCINALE MAURIZIANO_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010908_CENTRO VACCINALE MAURIZIANO,60-69,PIE
3,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010908_MEDICO COMPETENTE NOVARA SUD_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010908_MEDICO COMPETENTE NOVARA SUD,60-69,PIE
44,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010909_CENTRO VACC CITTÀ DELLA SALUTE_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010909_CENTRO VACC CITTÀ DELLA SALUTE,60-69,PIE
35,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_41327_COVID VERCELLI_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,41327_COVID VERCELLI,60-69,PIE
1,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_50010901_CLINICA EPOREDIESE_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,50010901_CLINICA EPOREDIESE,60-69,PIE
1,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_570382_CASA RIP. SILVANA RAMELLO GIAV_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,570382_CASA RIP. SILVANA RAMELLO GIAV,60-69,PIE
1,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_570427_RESIDENZA SAN GIACOMO SUSA_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,570427_RESIDENZA SAN GIACOMO SUSA,60-69,PIE
2,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_570491_CR MARIA ASSUNTA DI CASTELLERO_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,570491_CR MARIA ASSUNTA DI CASTELLERO,60-69,PIE
1,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_570496_LA DIVINA MISERICORDIA MONTA_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,570496_LA DIVINA MISERICORDIA MONTA,60-69,PIE
2,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_570515_C.R. CA' NOSTRA MONTA'_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,570515_C.R. CA' NOSTRA MONTA',60-69,PIE
2,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_670301_RSA CASAMIA ROSBELLA NIZZA MTO_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,670301_RSA CASAMIA ROSBELLA NIZZA MTO,60-69,PIE
2,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_670573_C.R. P. TOSO CANALE_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,670573_C.R. P. TOSO CANALE,60-69,PIE
6,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_670639_C.R. RICOVERO DE MARIA NEIVE_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,670639_C.R. RICOVERO DE MARIA NEIVE,60-69,PIE
1,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_670681_C.R. DON GIORGIO NOBILI_60-69,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,670681_C.R. DON GIORGIO NOBILI,60-69,PIE
3,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_000371_CV COVID ALESSANDRIA_70-79,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,000371_CV COVID ALESSANDRIA,70-79,PIE
2,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_000574_OSP. SAN LORENZO CARMAGNOLA_70-79,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,000574_OSP. SAN LORENZO CARMAGNOLA,70-79,PIE
15,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010008 01_OSPEDALE CARDINAL MASSAIA ASTI_70-79,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010008 01_OSPEDALE CARDINAL MASSAIA ASTI,70-79,PIE
2,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010026 01_AMB. VACCINAZIONI P.O CASALE M_70-79,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010026 01_AMB. VACCINAZIONI P.O CASALE M,70-79,PIE
1,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010026 04_AMB. VACCINAZIONI P.O. NOVI L_70-79,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010026 04_AMB. VACCINAZIONI P.O. NOVI L,70-79,PIE
2,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010666_CLINICA CITTA' DI ALESSANDRIA_70-79,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010666_CLINICA CITTA' DI ALESSANDRIA,70-79,PIE
4,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_41327_COVID VERCELLI_70-79,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,41327_COVID VERCELLI,70-79,PIE
1,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_570496_LA DIVINA MISERICORDIA MONTA_70-79,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,570496_LA DIVINA MISERICORDIA MONTA,70-79,PIE
1,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_600123_CLINICA SALUS ALESSANDRIA_70-79,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,600123_CLINICA SALUS ALESSANDRIA,70-79,PIE
1,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_670301_RSA CASAMIA ROSBELLA NIZZA MTO_70-79,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,670301_RSA CASAMIA ROSBELLA NIZZA MTO,70-79,PIE
2,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_671209_RSA SAN MATTEO DI NICHELINO_70-79,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,671209_RSA SAN MATTEO DI NICHELINO,70-79,PIE
1,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010008 01_OSPEDALE CARDINAL MASSAIA ASTI_80-89,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010008 01_OSPEDALE CARDINAL MASSAIA ASTI,80-89,PIE
1,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_41327_COVID VERCELLI_80-89,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,41327_COVID VERCELLI,80-89,PIE
1,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_570496_LA DIVINA MISERICORDIA MONTA_80-89,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,570496_LA DIVINA MISERICORDIA MONTA,80-89,PIE
1,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_670639_C.R. RICOVERO DE MARIA NEIVE_80-89,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,670639_C.R. RICOVERO DE MARIA NEIVE,80-89,PIE
2,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_671209_RSA SAN MATTEO DI NICHELINO_80-89,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,671209_RSA SAN MATTEO DI NICHELINO,80-89,PIE
1,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_010008 01_OSPEDALE CARDINAL MASSAIA ASTI_90+,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,010008 01_OSPEDALE CARDINAL MASSAIA ASTI,90+,PIE
1,Piemonte,TML_CAT_OSS,08/01/2021_PF/BT_PIE_670301_RSA CASAMIA ROSBELLA NIZZA MTO_90+,1 - Operatori Sanitari e Sociosanitari,01,2021-01-08,PF/BT,670301_RSA CASAMIA ROSBELLA NIZZA MTO,90+,PIE
1,Piemonte,TML_CAT_PERSONALE,08/01/2021_PF/BT_PIE_000574_OSP. SAN LORENZO CARMAGNOLA_16-19,2 - Personale non Sanitario,01,2021-01-08,PF/BT,000574_OSP. SAN LORENZO CARMAGNOLA,16-19,PIE
2,Piemonte,TML_CAT_PERSONALE,08/01/2021_PF/BT_PIE_000129_CASA DELLA SALUTE DI CHIERI_20-29,2 - Personale non Sanitario,01,2021-01-08,PF/BT,000129_CASA DELLA SALUTE DI CHIERI,20-29,PIE
3,Piemonte,TML_CAT_PERSONALE,08/01/2021_PF/BT_PIE_000266_CENTRO VACCINALE ASL CN1_20-29,2 - Personale non Sanitario,01,2021-01-08,PF/BT,000266_CENTRO VACCINALE ASL CN1,20-29,PIE
2,Piemonte,TML_CAT_PERSONALE,08/01/2021_PF/BT_PIE_000371_CV COVID ALESSANDRIA_20-29,2 - Personale non Sanitario,01,2021-01-08,PF/BT,000371_CV COVID ALESSANDRIA,20-29,PIE
3,Piemonte,TML_CAT_PERSONALE,08/01/2021_PF/BT_PIE_000574_OSP. SAN LORENZO CARMAGNOLA_20-29,2 - Personale non Sanitario,01,2021-01-08,PF/BT,000574_OSP. SAN LORENZO CARMAGNOLA,20-29,PIE
1,Piemonte,TML_CAT_PERSONALE,08/01/2021_PF/BT_PIE_010003_OSPEDALE MARIA VITTORIA TORINO_20-29,2 - Personale non Sanitario,01,2021-01-08,PF/BT,010003_OSPEDALE MARIA VITTORIA TORINO,20-29,PIE
7,Piemonte,TML_CAT_PERSONALE,08/01/2021_PF/BT_PIE_010008 01_OSPEDALE CARDINAL MASSAIA ASTI_20-29,2 - Personale non Sanitario,01,2021-01-08,PF/BT,010008 01_OSPEDALE CARDINAL MASSAIA ASTI,20-29,PIE
4,Piemonte,TML_CAT_PERSONALE,08/01/2021_PF/BT_PIE_010010 00_OSPEDALE OFTALMICO TORINO_20-29,2 - Personale non Sanitario,01,2021-01-08,PF/BT,010010 00_OSPEDALE OFTALMICO TORINO,20-29,PIE
1,Piemonte,TML_CAT_PERSONALE,08/01/2021_PF/BT_PIE_010011_CENTRO VACC S G BOSCO_20-29,2 - Personale non Sanitario,01,2021-01-08,PF/BT,010011_CENTRO VACC S G BOSCO,20-29,PIE
2,Piemonte,TML_CAT_PERSONALE,08/01/2021_PF/BT_PIE_010017 00_OSPEDALE DI CHIVASSO_20-29,2 - Personale non Sanitario,01,2021-01-08,PF/BT,010017 00_OSPEDALE DI CHIVASSO,20-29,PIE
1,Piemonte,TML_CAT_PERSONALE,08/01/2021_PF/BT_PIE_010026 01_AMB. VACCINAZIONI P.O CASALE M_20-29,2 - Personale non Sanitario,01,2021-01-08,PF/BT,010026 01_AMB. VACCINAZIONI P.O CASALE M,20-29,PIE
7,Piemonte,TML_CAT_PERSONALE,08/01/2021_PF/BT_PIE_010026 03_AMB. VACCINAZIONI P.O. TORTONA_20-29,2 - Personale non Sanitario,01,2021-01-08,PF/BT,010026 03_AMB. VACCINAZIONI P.O. TORTONA,20-29,PIE
2,Piemonte,TML_CAT_PERSONALE,08/01/2021_PF/BT_PIE_010026 04_AMB. VACCINAZIONI P.O. NOVI L_20-29,2 - Personale non Sanitario,01,2021-01-08,PF/BT,010026 04_AMB. VACCINAZIONI P.O. NOVI L,20-29,PIE
10,Piemonte,TML_CAT_ALTRO,08/01/2021_PF/BT_PIE_010026 04_AMB. VACCINAZIONI P.O. NOVI L_20-29,2 - Personale non Sanitario,01,2021-01-08,PF/BT,010026 04_AMB. VACCINAZIONI P.O. NOVI L,20-29,PIE
1,Piemonte,TML_CAT_PERSONALE,08/01/2021_PF/BT_PIE_010026 05_AMB. VACCINAZIONI P.O. ACQUI T_20-29,2 - Personale non Sanitario,01,2021-01-08,PF/BT,010026 05_AMB. VACCINAZIONI P.O. ACQUI T,20-29,PIE
